,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
TMED9,-0.009046995,-0.009939312,-0.018682633,6.545206,-0.022939363,4.2818623,-0.008755214,4.516529,-0.009519189,-0.011263056,4.742873,-0.008773054,-0.005218992,1.8686893,-0.0033645062,5.0790706
MSC,-0.0044335774,1.9828978,0.55136514,1.0454084,-0.0064664804,0.6981963,1.8717439,-0.0013840216,-0.01651714,-0.011040986,0.7011318,0.31075278,-0.004678852,0.20990619,-0.0030942874,0.7869666
GLIPR1,-0.008401027,-0.008912092,-0.017593307,6.265802,-0.021387925,4.1276436,-0.0066995015,4.2445846,-0.009901432,-0.010893752,4.508742,-0.0079488335,-0.0056630448,1.8285587,-0.0035180026,4.827767
FOXJ3,-0.008857617,-0.00964844,-0.018395217,6.421723,-0.022270722,4.2094903,-0.007968309,4.4128346,-0.009553351,-0.011124281,4.6581674,-0.008380264,-0.005407927,1.8573059,-0.0032742992,4.977343
ZFP991,-0.013492944,0.043343626,-0.01100641,4.298901,-0.028155679,3.511359,0.22140363,2.998563,-0.017666968,-0.008746631,3.2277105,-0.0040102126,-0.0028197148,1.2406169,-0.0028094866,3.727578
ZFP275,-0.010359411,-0.009519491,-0.018214526,6.8076615,-0.025311949,4.3995657,-0.0075502037,4.679158,-0.0097508365,-0.010955019,4.8782115,-0.009200798,-0.0046597184,2.0556505,-0.0035954255,5.275507
HMGA2,-0.009382259,-0.009821099,-0.018365698,6.61546,-0.023449564,4.3179555,-0.0076721827,4.53871,-0.009940987,-0.011174986,4.7594457,-0.008654674,-0.005224428,1.9477656,-0.0035439613,5.1028137
MEIS3,-0.009885427,-0.010086209,-0.018775027,6.7936554,-0.024437934,4.4153714,-0.008269485,4.675957,-0.009895159,-0.011409266,4.890519,-0.009100766,-0.0049967053,1.9986752,-0.0036389234,5.2695384
ZMYND11,-0.009980935,-0.010199365,-0.018907329,6.783776,-0.024326166,4.4068995,-0.008396141,4.6757536,-0.009943692,-0.01149709,4.9044046,-0.009122738,-0.005009584,1.9836124,-0.0035762202,5.2851853
GRIN1,-0.0084889615,-0.008392065,-0.01755483,6.253842,-0.021516224,4.1297064,-0.006069178,4.225907,-0.01007092,-0.010974548,4.492863,-0.007815904,-0.0055706524,1.8321406,-0.003437366,4.8170547
SNORA62,-0.008296917,-0.009238518,-0.017972216,6.2514014,-0.02112632,4.1334333,-0.0072934013,4.2603407,-0.009540653,-0.010935714,4.524052,-0.007928453,-0.0055628824,1.8055979,-0.0033489603,4.8227773
SLC25A5,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
LHX2,-0.0085167,-0.009302473,-0.018054185,6.353663,-0.021737235,4.2045574,-0.007452419,4.325788,-0.009728041,-0.011014902,4.575783,-0.0081963055,-0.0057011424,1.8448312,-0.0035596406,4.8999605
AARS,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
ING3,-0.010359931,-0.009517302,-0.01821221,6.807693,-0.025310151,4.399575,-0.007549337,4.6792827,-0.009749518,-0.010956569,4.878033,-0.009201971,-0.004658407,2.0553823,-0.0035967326,5.2756443
ECT2,-0.009669469,-0.009836563,-0.018557858,6.621622,-0.023523245,4.314179,-0.007903338,4.550913,-0.009995074,-0.011411092,4.7919884,-0.008765815,-0.005216269,1.9367802,-0.0034472125,5.149989
ELOVL6,-0.009758943,-0.00503778,-0.013358621,6.565267,-0.026202999,3.969484,-0.00848719,4.3683825,-0.006209451,-0.011799423,4.298287,-0.011204956,-0.0022393893,2.0909982,-0.0069100996,5.1517787
STARD8,-0.009165449,-0.009715248,-0.018370066,6.5305166,-0.022865884,4.278086,-0.007633465,4.4736295,-0.009915282,-0.011208189,4.714405,-0.008546931,-0.0054681427,1.9135451,-0.0035358248,5.05621
ZFP978,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
DNAJC2,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
HDAC7,-0.008809908,-0.009217577,-0.017928882,6.3758516,-0.022015547,4.1771407,-0.0069806203,4.3437476,-0.009793537,-0.011085858,4.5995646,-0.008168833,-0.0052994033,1.8543899,-0.003443223,4.915096
GM10135,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
MYBL2,-0.004724895,1.969373,0.52023816,1.2412574,-0.007656156,0.8081075,1.8883785,0.0057608336,-0.016698401,-0.01127798,0.835858,0.3011696,-0.0045453,0.31353316,-0.0028844248,0.9107393
GABARAPL2,-0.0088206995,-0.009103818,-0.017818699,6.367123,-0.022042854,4.1665936,-0.0069419974,4.334682,-0.009801728,-0.011070132,4.590545,-0.008147113,-0.005219071,1.8513559,-0.003407052,4.9040213
PLK2,-0.009241053,-0.010044559,-0.018711794,6.5642896,-0.023005964,4.289388,-0.008456425,4.5293217,-0.009662408,-0.011363652,4.7617373,-0.008764428,-0.005156862,1.8866277,-0.0033957337,5.0987687
EYA1,-0.010359931,-0.009517302,-0.01821221,6.807693,-0.025310151,4.399575,-0.007549337,4.6792827,-0.009749518,-0.010956569,4.878033,-0.009201971,-0.004658407,2.0553823,-0.0035967326,5.2756443
HIST1H2BL,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
PATJ,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
TPM1,-0.009286208,-0.009985641,-0.018703425,6.461542,-0.022585051,4.2277436,-0.0083960695,4.467186,-0.009623501,-0.011474654,4.7115703,-0.008601022,-0.005052237,1.840268,-0.0032022558,5.0315
GM25057,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
MAGED1,-0.009547459,-0.005158595,-0.013437789,6.562594,-0.025947593,3.979172,-0.008897551,4.362279,-0.00605028,-0.011947038,4.2861934,-0.011136909,-0.0021918311,2.0775836,-0.0070312642,5.144736
CCND2,-0.008413812,-0.0086712735,-0.017624997,6.23433,-0.021256583,4.1233616,-0.006726212,4.216204,-0.009924092,-0.011020295,4.4813538,-0.007938601,-0.005586192,1.7909039,-0.0034520668,4.7941937
GM43110,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
ANKS1,-0.013492944,0.043343626,-0.01100641,4.298901,-0.028155679,3.511359,0.22140363,2.998563,-0.017666968,-0.008746631,3.2277105,-0.0040102126,-0.0028197148,1.2406169,-0.0028094866,3.727578
GALK1,-0.009749929,-0.0101109315,-0.019016633,6.7678947,-0.024185201,4.4175158,-0.008900455,4.658839,-0.009602046,-0.011413657,4.8925867,-0.0091788275,-0.005120301,1.9751185,-0.0035980414,5.2851386
MTA3,-0.0099773975,-0.010346832,-0.019017622,6.8337812,-0.02470009,4.427986,-0.008874627,4.7269387,-0.0098420745,-0.011453766,4.937135,-0.009341487,-0.0049158367,1.9821166,-0.0035689666,5.31892
RUVBL2,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
GM25183,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
RPL17-PS10,-0.009379637,0.3461658,-0.009265802,5.010626,-0.025193308,3.66218,0.5767207,2.9002662,-0.01328557,-0.007726878,3.3413553,-0.0045072986,-0.007825543,2.0814025,-0.0044943606,3.8588476
GFPT2,-0.010332212,-0.009006807,-0.018136343,6.845416,-0.023496943,4.4486384,-0.008383793,4.5619574,-0.009064625,-0.012685854,4.8135104,-0.008120583,-0.0034261076,1.936295,-0.0027794566,4.989151
ZFP91,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
AP1AR,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
AMOTL2,-0.008911004,-0.009591932,-0.018200142,6.427576,-0.022240786,4.2116046,-0.007457753,4.4011984,-0.009667412,-0.011080372,4.6495233,-0.008325825,-0.005303311,1.877529,-0.0034322925,4.973905
GM49369,-0.0077180807,0.47263405,-0.007228121,4.9665813,-0.022062516,3.784293,0.9256107,2.5843966,-0.010228955,-0.0057135723,2.975724,-0.006835987,-0.0070697176,2.1153564,-0.007916863,3.5355139
POLR1E,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
CRIP2,-0.009585897,-0.008619513,-0.01781359,6.5258803,-0.02379533,4.2657013,-0.006314249,4.458375,-0.009855049,-0.010765424,4.6791987,-0.008694422,-0.005298238,1.9906868,-0.0036404612,5.088199
GM23578,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
EIF4A-PS4,-0.009461498,-0.009937068,-0.01887184,6.6500835,-0.023505623,4.3506145,-0.0088571645,4.576812,-0.009524711,-0.011376633,4.818191,-0.008990174,-0.0052306103,1.9226642,-0.0034920983,5.192768
CREB3,-0.009830535,-0.010146064,-0.018810475,6.789266,-0.024434233,4.409117,-0.008484377,4.68161,-0.009832751,-0.011402245,4.8911176,-0.009162492,-0.0049567777,1.9845251,-0.0035995622,5.2640376
XRCC5,-0.0099773975,-0.010346832,-0.019017622,6.8337812,-0.02470009,4.427986,-0.008874627,4.7269387,-0.0098420745,-0.011453766,4.937135,-0.009341487,-0.0049158367,1.9821166,-0.0035689666,5.31892
MDM2,-0.00877146,-0.00897468,-0.017901134,6.3869476,-0.022209842,4.186032,-0.0067560063,4.3444095,-0.010087984,-0.011078448,4.601907,-0.008011173,-0.0055471663,1.8713518,-0.003344398,4.921854
SPC25,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
PGAM1-PS2,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
RPN1,-0.009401098,0.6063193,-0.0064850813,4.9471602,-0.026341759,3.4609873,0.5411074,2.7745936,-0.011239529,-0.008049088,3.0606081,-0.0057664723,-0.006295654,2.1483612,-0.0063408315,3.8490703
TCF12,-0.00890738,-0.0093558235,-0.018008599,6.427404,-0.022344299,4.206055,-0.0071225637,4.3871903,-0.009942256,-0.011105359,4.634892,-0.008229323,-0.005330123,1.8758198,-0.0034664953,4.954723
GM38009,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
JARID2,-0.004541427,2.5133483,0.95469147,0.56084496,-0.0075192982,0.34395903,2.3662713,-0.0058149314,-0.018414378,-0.011241438,0.28207195,0.5258644,-0.0046040867,0.1977202,-0.0027770263,0.28359982
GM26431,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
ARHGAP1,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
MAPK8,-0.009663496,-0.0013154766,-0.012449496,4.8516884,-0.021616688,3.2889998,0.1420581,2.9396713,-0.012992127,-0.011081309,3.544841,-0.005861736,-0.008492536,1.6828458,-0.0060330806,4.273013
GM45213,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
FXYD6,-0.0043656537,-0.013989587,-0.019186812,6.289898,-0.021913238,4.1105485,-0.012564153,4.771679,-0.0052015292,-0.009205717,4.510652,-0.0075764786,-4.5406334e-05,1.7425327,-0.0014368659,4.2821164
BARD1,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
FAM234A,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
ITM2B,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
CEBPZ,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
HMGXB3,-0.010359931,-0.009517302,-0.01821221,6.807693,-0.025310151,4.399575,-0.007549337,4.6792827,-0.009749518,-0.010956569,4.878033,-0.009201971,-0.004658407,2.0553823,-0.0035967326,5.2756443
BTBD11,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
PHLDB2,-0.008908224,-0.009465281,-0.018071363,6.421181,-0.022278415,4.2034235,-0.007169243,4.387215,-0.0099010235,-0.011102933,4.6389546,-0.008209304,-0.005375556,1.8798848,-0.0034469021,4.9633627
ZEB2,-0.009289848,-0.009858906,-0.018488118,6.5788507,-0.023166511,4.2977448,-0.007849165,4.5202293,-0.009872235,-0.011261451,4.7522388,-0.008628564,-0.005308699,1.9305356,-0.0034972476,5.0995975
TMEM59,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
ZFP423,-0.009532752,-0.010070628,-0.018708337,6.686042,-0.023783969,4.3493733,-0.008194706,4.610909,-0.009843483,-0.011332595,4.8303785,-0.00893141,-0.0051307166,1.9556539,-0.0035302758,5.190373
EDEM1,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
HIST1H2BB,-0.009865756,-0.009992747,-0.018617695,6.78083,-0.024473194,4.4049196,-0.008112456,4.6648393,-0.009863934,-0.011335297,4.8702555,-0.009050403,-0.004906182,2.0017405,-0.0036481572,5.2449017
PMS1,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
MIR7063,-0.009390055,0.35146287,-0.009188394,5.011136,-0.025234083,3.6646202,0.57711184,2.9019022,-0.013219284,-0.007697992,3.3425336,-0.0045391647,-0.00779589,2.0796177,-0.0045214277,3.8541245
DIDO1,-0.0080209635,-0.008824762,-0.017582048,5.9981155,-0.019947443,3.9678116,-0.0071731987,4.0963874,-0.009332901,-0.010904946,4.391544,-0.0074899956,-0.00536814,1.6874275,-0.0029474753,4.6484466
FDPS,-0.010359931,-0.009517302,-0.01821221,6.807693,-0.025310151,4.399575,-0.007549337,4.6792827,-0.009749518,-0.010956569,4.878033,-0.009201971,-0.004658407,2.0553823,-0.0035967326,5.2756443
ZDHHC15,-0.009359338,-0.009814544,-0.018471712,6.5825734,-0.023273041,4.293441,-0.007861288,4.5275,-0.009774217,-0.011250596,4.7538304,-0.008734332,-0.0051929383,1.9247277,-0.0035191001,5.104887
RHOX6,-0.0053310264,1.3908143,0.07789804,1.6624024,-0.006562728,1.1067528,1.3018372,0.4571319,-0.014283701,-0.010410306,1.168028,0.072882265,-0.004159554,0.24915794,-0.0032171875,1.3252387
TIMELESS,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
SLC25A4,-0.00960794,-0.009574579,-0.01823682,6.6521387,-0.023855584,4.325302,-0.007309956,4.560248,-0.009861145,-0.011052415,4.778623,-0.00884092,-0.0051461593,1.9812568,-0.0035986134,5.140659
TNK2,-0.009360015,0.34807602,-0.009243642,5.011396,-0.025184857,3.6628778,0.57892436,2.9001088,-0.013274582,-0.007724697,3.3395302,-0.0045140446,-0.007838989,2.0829663,-0.004488705,3.859158
MSH6,-0.010112456,-0.009762163,-0.018474586,6.753135,-0.024559574,4.37702,-0.0077873925,4.6420155,-0.009925395,-0.011287083,4.862488,-0.009036045,-0.0049078753,2.0075572,-0.0035445066,5.2442555
MCM5,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
CDKN1A,-0.00853706,-0.0087711895,-0.017601645,6.233789,-0.021294765,4.0869665,-0.0065733795,4.2273946,-0.00983288,-0.011008575,4.507543,-0.007865983,-0.005365459,1.7984254,-0.0033168998,4.8096824
ADAMTS9,-0.0099773975,-0.010346832,-0.019017622,6.8337812,-0.02470009,4.427986,-0.008874627,4.7269387,-0.0098420745,-0.011453766,4.937135,-0.009341487,-0.0049158367,1.9821166,-0.0035689666,5.31892
GM10259,-0.013492944,0.043343626,-0.01100641,4.298901,-0.028155679,3.511359,0.22140363,2.998563,-0.017666968,-0.008746631,3.2277105,-0.0040102126,-0.0028197148,1.2406169,-0.0028094866,3.727578
HMGA1B,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
SUN2,-0.010053822,-0.010223202,-0.01913915,6.8670697,-0.02479659,4.470068,-0.008917854,4.7286253,-0.009609867,-0.011384396,4.9532022,-0.009317849,-0.005004453,2.0221047,-0.0036657976,5.3650255
NFATC3,-0.009938749,-0.009898388,-0.018609023,6.7000694,-0.02417719,4.3500657,-0.008109605,4.6180034,-0.00978381,-0.011417253,4.8368874,-0.00899108,-0.004832506,1.9677905,-0.0034690765,5.2033744
HYOU1,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
GM14303,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
TCEAL9,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
FGF3,-0.009486151,-0.010018736,-0.018738652,6.7239056,-0.02401174,4.3784237,-0.008353571,4.63377,-0.0098846955,-0.011302685,4.8439527,-0.009010208,-0.005219338,1.9610802,-0.0035600439,5.2061434
MIR186,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
PCBP2,-0.009213894,0.27610257,-0.009533072,4.9916625,-0.024862716,3.7211044,0.53261423,2.905173,-0.012715344,-0.0072432556,3.317815,-0.0047188033,-0.008443561,2.1355653,-0.0048437687,3.860101
GM9385,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
TRIB3,-0.008614986,-0.0086391885,-0.017593885,6.1942797,-0.021116182,4.058006,-0.0063613933,4.1979294,-0.009957215,-0.011150302,4.4930553,-0.0077195615,-0.0052390834,1.7739049,-0.0031608646,4.782551
TBRG1,-0.0107408315,-0.013778496,-0.0106725,5.658263,-0.020118281,3.3250737,-0.0008982613,3.8021574,-0.015063202,-0.013489899,4.191803,-0.0015413692,-0.0050384114,2.2574117,-0.0077752527,4.812816
LBHD1,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
PFKL,-0.009721724,-0.010255898,-0.018868094,6.7615266,-0.024386354,4.376783,-0.008857686,4.6849265,-0.009861705,-0.0113804145,4.888982,-0.0092861615,-0.005013666,1.9442809,-0.0034841378,5.252268
GLDC,-0.009980935,-0.010199365,-0.018907329,6.783776,-0.024326166,4.4068995,-0.008396141,4.6757536,-0.009943692,-0.01149709,4.9044046,-0.009122738,-0.005009584,1.9836124,-0.0035762202,5.2851853
LDLRAP1,-0.00920279,-0.009863678,-0.018602971,6.619832,-0.023323027,4.332364,-0.007997939,4.5470114,-0.009946426,-0.01121779,4.776161,-0.00876658,-0.0055308817,1.9335784,-0.0035756805,5.1302814
SPRY4,-0.0094369855,-0.010024248,-0.018661823,6.689965,-0.023809798,4.353892,-0.0082037905,4.610264,-0.009855615,-0.011245317,4.824575,-0.008927906,-0.005196163,1.9524446,-0.003527422,5.1776714
ATP6V0A1,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
VANGL1,-0.009565133,-0.009964413,-0.0187887,6.6621213,-0.023586608,4.348022,-0.008438812,4.5846305,-0.009807023,-0.011439316,4.823973,-0.008934447,-0.00524324,1.9339035,-0.0034938166,5.1899667
SUN1,-0.009427777,-0.009739214,-0.018256923,6.6427836,-0.023597369,4.3356485,-0.007476197,4.548115,-0.009935775,-0.011106445,4.764284,-0.008734897,-0.005200426,1.9703249,-0.0036740913,5.118371
ZFP281,-0.0048953285,2.488748,0.9010889,0.915633,-0.009409815,0.5786259,2.371619,-0.0036788662,-0.0191485,-0.01113908,0.45530233,0.45788094,-0.0051883683,0.34226787,-0.0029112415,0.47459787
ARID3B,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
KLF15,-0.009483811,-0.010090836,-0.018723555,6.7041655,-0.02381292,4.3710337,-0.008261395,4.6171603,-0.0098519735,-0.011329107,4.830678,-0.008898652,-0.005112769,1.9540343,-0.003573753,5.1858253
GCNT1,-0.010317183,-0.010191089,-0.018939853,6.9156466,-0.025235085,4.483828,-0.008554056,4.761633,-0.009793411,-0.011412217,4.9737782,-0.009395178,-0.004800305,2.0485265,-0.003712448,5.3802004
SET,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
EHD1,-0.010018885,-0.01032826,-0.019084081,6.8568635,-0.024771968,4.4494057,-0.00889652,4.7352805,-0.009793577,-0.011456542,4.950176,-0.0093598105,-0.004961316,1.9993423,-0.0036229258,5.3441243
GM45105,-0.009363845,0.34783497,-0.009241015,5.011641,-0.025183491,3.6627138,0.5793063,2.9000156,-0.013275113,-0.007727758,3.3393006,-0.0045118607,-0.007840452,2.0828476,-0.0044922894,3.8590202
